Recency,Frequency,Monetary
3,19,323.40000000000003
40,3,126.00000000000001
17,22,505.79999999999995
8,516,16540.039999999997
8,43,125.04999999999997
117,3,65.4
222,12,64.50000000000001
71,29,433.81999999999994
51,9,470.97
88,60,1018.58
8,31,588.7399999999999
225,10,36.14999999999999
46,28,525.6199999999999
106,2,9.36
44,25,618.1500000000001
64,11,251.36
206,7,110.13999999999999
10,36,515.1
114,13,200.42000000000002
242,3,57.0
163,5,163.70000000000005
17,82,1597.6800000000003
124,10,145.68
22,9,305.03999999999996
67,6,121.25
16,43,691.26
16,20,131.56
16,35,630.2899999999998
196,8,155.54999999999998
242,3,70.5
45,35,572.5400000000001
31,4,79.64999999999999
127,23,305.2
38,3,49.7
120,17,279.54
260,5,90.14999999999999
10,12,56.27
270,8,104.97000000000001
157,9,216.22
215,3,49.8
5,2,38.4
365,4,67.7
79,7,107.94999999999999
43,11,75.86000000000001
19,19,314.85
31,33,626.07
22,15,57.910000000000004
108,22,1179.1899999999998
8,151,2402.0299999999997
319,3,58.8
295,1,39.6
358,2,50.45
185,21,77.73
191,6,368.35
44,16,144.44000000000003
52,14,41.89
26,41,212.39000000000004
38,24,449.07000000000005
9,7,93.91
296,2,34.4
32,46,616.4399999999999
8,49,808.0899999999998
8,20,367.6
10,93,1586.8300000000004
218,1,16.6
2,91,928.05
65,18,121.02
2,25,686.8900000000001
149,10,232.98999999999998
4,55,1069.7600000000002
141,9,468.45
33,34,451.35999999999996
119,3,62.25
107,23,392.29999999999995
10,28,627.9799999999999
71,22,813.1700000000001
15,87,168.45
310,4,250.8
35,15,228.15
362,9,36.55
99,24,368.2000000000001
1,180,1624.5500000000006
22,3,128.82
3,50,815.4800000000002
10,65,294.91
99,6,80.44
57,8,212.04000000000002
1,69,1363.7900000000004
18,74,734.7900000000001
63,4,63.04
7,41,272.9
298,8,212.3
9,115,655.69
37,3,340.8
98,2,19.46
306,2,28.0
319,10,695.8400000000001
42,15,532.0099999999999
1,20,582.66
198,19,316.80000000000007
53,25,375.64
1,92,340.9199999999998
18,22,399.74
364,5,25.95
18,91,356.74999999999983
180,15,217.07000000000002
60,26,179.94999999999996
10,23,101.91000000000001
190,9,41.25
5,300,977.8000000000005
310,3,68.64
155,14,675.5
110,8,229.44
148,49,680.95
66,77,542.9399999999999
98,2,190.2
246,35,277.5799999999999
29,23,598.2
17,24,183.31
11,10,124.5
103,81,623.3
74,2,104.8
46,7,130.44
71,14,193.86
257,5,67.55
50,2,39.81
253,4,81.1
11,3,48.8
164,8,191.46
18,41,447.34999999999997
281,4,76.2
50,2,23.2
38,16,70.42999999999999
26,48,437.86999999999995
51,14,349.81999999999994
207,10,157.28
175,3,52.4
7,44,895.7
25,1,17.4
50,2,40.599999999999994
311,5,105.7
309,9,165.56
42,67,684.0300000000002
26,60,227.79999999999995
88,3,125.7
183,2,64.8
19,187,784.7499999999998
3,50,950.07
47,31,228.86000000000004
17,236,1698.7400000000007
17,102,588.2899999999998
40,32,351.7799999999999
22,19,119.4
11,21,385.6900000000001
187,9,119.22
206,8,47.449999999999996
61,26,434.87999999999994
17,36,810.6099999999999
33,8,135.5
64,4,56.7
92,8,454.25
108,3,92.43
71,68,482.6999999999999
8,87,1308.65
2,301,1985.1300000000033
37,1,15.0
60,75,192.6499999999999
25,70,1110.12
236,20,335.65999999999997
24,21,571.3
2,175,1243.7900000000002
59,101,803.8199999999998
259,8,91.7
57,3,131.16
64,7,199.08999999999997
15,9,122.03999999999999
9,16,179.96
58,33,532.64
185,3,43.75
3,36,1430.0
24,37,636.8299999999997
4,116,735.8399999999998
3,106,1156.7200000000005
150,1,244.79999999999998
311,15,73.4
10,17,215.07000000000002
204,4,83.08
151,13,38.98
19,29,354.2
10,70,742.7799999999999
302,4,34.900000000000006
64,10,1.0
43,23,720.6
75,23,357.1700000000001
3,129,1370.8700000000001
95,41,1089.5900000000001
110,1,358.0
56,7,281.4
1,4,20.85
280,5,30.610000000000003
3,97,1061.9599999999998
179,69,475.33999999999986
12,35,233.5299999999999
3,5,20.0
16,6,37.650000000000006
40,2,15.310000000000002
5,104,333.59999999999997
169,35,301.94
50,11,38.36
227,10,69.96000000000001
18,112,401.48000000000025
371,1,15.9
15,57,432.2299999999998
35,54,201.90999999999994
21,47,193.7
7,21,134.9
19,27,433.23999999999995
11,13,290.12
44,17,78.34
305,9,141.70000000000002
10,4,87.0
274,1,509.99999999999994
1,835,3529.3899999999912
15,37,2217.1199999999994
4,9,760.3500000000001
143,1,191.16
242,2,396.0
10,8,293.7
245,7,146.3
204,7,88.66
1,34,594.05
184,6,94.30000000000001
32,42,267.34999999999997
57,3,46.95
185,15,213.05
23,40,857.6
91,8,165.45999999999998
4,34,198.26
50,15,383.0
262,1,13.52
266,12,206.24999999999997
36,10,215.80000000000004
50,4,125.71000000000001
52,60,936.9699999999998
24,33,553.1500000000001
21,2,18.0
170,11,219.21999999999997
67,5,260.1
156,8,243.75
2,634,85619.57999999991
201,6,28.4
4,66,365.43000000000006
67,31,176.07999999999998
77,6,36.4
1,76,685.3500000000004
8,13,355.31
169,19,74.15
17,44,261.93000000000006
5,5,30.799999999999997
8,79,723.41
86,9,131.92999999999998
26,3,97.75
28,49,239.83999999999997
19,30,176.96
60,44,505.48
24,4,43.2
10,162,2555.64
241,54,361.41999999999985
280,37,111.93000000000002
234,14,151.15
3,23,576.5699999999999
16,25,143.67
31,13,733.12
25,93,7209.17
211,2,352.5
25,118,352.80999999999995
106,5,203.68
7,93,1356.98
208,6,67.85
44,16,114.70000000000002
30,17,482.51000000000005
137,19,196.9
264,1,127.5
4,36,542.97
218,5,20.92
1,76,416.3299999999999
214,3,25.800000000000004
32,34,629.56
10,121,599.03
1,102,1059.5600000000004
14,7,97.92
11,140,505.13999999999965
198,1,179.0
2,7,315.0
15,56,1454.9499999999994
14,39,187.27000000000004
10,116,1199.4100000000008
29,7,377.54999999999995
9,100,842.0099999999999
24,3,28.65
24,24,251.73
43,21,83.48
1,68,475.43999999999994
5,11,241.88000000000002
147,10,85.89
10,73,331.53
24,11,140.2
274,2,33.68
373,27,113.52000000000001
1,135,527.3799999999998
47,14,141.3
8,36,576.53
16,63,2639.7599999999998
3,63,1974.15
128,8,530.0
42,21,390.48999999999995
2,13,834.3600000000001
191,29,437.30000000000007
11,14,258.29999999999995
16,12,494.95
112,20,278.62
249,6,124.30000000000001
29,30,336.47
43,2,260.64
87,12,222.54999999999998
44,13,213.27000000000004
9,70,1456.1899999999998
15,14,259.07000000000005
75,10,198.64
144,29,663.5500000000001
4,29,482.5199999999999
294,1,1.0
58,5,121.2
263,4,66.53999999999999
46,2,97.2
29,13,92.34
8,39,736.92
127,1,53.1
2,330,3423.92
232,15,265.81
112,3,42.8
58,21,352.44
51,36,708.36
358,2,1.0
127,9,141.21
322,6,49.75
54,3,44.2
319,4,95.10000000000001
26,5,121.92000000000002
15,1,9.48
7,7,182.05
28,2,48.599999999999994
16,14,244.61999999999998
21,3,56.84
2,25,324.21000000000004
166,2,47.7
1,345,2113.290000000002
52,4,57.78
51,4,71.75999999999999
47,100,1082.19
61,14,31.64
162,9,60.290000000000006
8,3,52.0
15,10,156.14999999999998
75,4,65.95
39,70,469.11999999999995
40,75,604.4400000000003
369,9,43.300000000000004
36,21,288.37
197,1,125.0
200,21,338.17999999999995
73,13,219.87000000000003
64,5,111.9
21,11,186.62
366,1,23.6
180,12,63.83
10,11,388.04999999999995
3,37,599.3800000000001
196,6,778.12
29,13,138.91
53,12,45.68
17,17,345.4500000000001
30,2,41.25
89,30,420.22999999999996
53,34,833.4599999999998
35,50,713.5300000000001
63,40,881.1400000000003
148,5,143.8
21,111,2058.210000000001
311,8,131.95
23,6,106.02000000000001
58,45,971.4799999999999
8,4,38.25
78,38,844.64
119,8,222.2
36,25,445.3399999999999
59,19,367.62999999999994
12,17,443.26
19,1,4.5600000000000005
52,1,18.72
25,19,358.54
29,3,97.07999999999998
372,1,10.08
10,22,3044.2199999999993
185,12,213.63000000000002
3,38,724.4200000000001
8,24,224.98
261,3,42.599999999999994
3,30,134.14000000000001
210,13,270.58
107,12,283.27000000000004
12,33,465.36
77,14,218.83999999999997
19,6,87.47999999999999
26,5,329.1
18,19,267.83
131,4,229.20000000000002
252,6,115.99999999999999
79,1,358.0
207,8,132.7
336,6,89.10000000000001
253,1,19.75
148,14,230.12
9,25,390.23999999999995
85,8,205.46000000000004
7,150,3161.720000000003
204,15,173.20000000000002
7,19,445.97
23,33,331.57
11,26,327.63000000000005
21,3,16.560000000000002
21,113,913.8999999999999
2,29,411.32
157,3,167.4
3,44,897.6400000000001
74,2,75.0
2,13,131.72000000000003
1,1704,36316.92000000004
16,10,365.52
35,28,395.04
70,22,332.88
115,9,310.30000000000007
212,24,405.73
30,21,355.78
50,16,275.8
245,3,48.5
32,4,74.88
108,42,714.2099999999998
22,13,280.73
365,5,96.47999999999999
72,26,584.4400000000002
297,4,649.27
33,109,2557.9200000000005
56,12,658.76
29,53,1673.9700000000003
130,3,65.4
23,16,296.5799999999999
8,8,124.63
79,4,66.24000000000001
46,52,3094.630000000001
25,15,77.63999999999999
12,19,80.88000000000002
253,3,19.3
147,14,197.55
64,20,236.08
8,7,27.669999999999998
10,95,2016.78
270,1,70.2
9,74,512.2499999999999
247,3,35.1
96,30,301.9000000000001
14,12,83.19
49,3,313.8
30,8,33.160000000000004
68,9,391.96000000000004
35,38,272.42999999999995
128,7,26.32
107,12,679.6600000000001
37,5,30.299999999999997
57,2,19.669999999999998
57,15,220.69
72,52,525.3499999999999
246,1,12.600000000000001
19,9,40.33
198,29,113.24000000000001
15,1,81.6
211,11,89.81
38,16,55.720000000000006
46,5,135.01999999999998
170,26,137.84
47,26,165.11999999999998
115,30,501.28999999999996
147,39,291.80999999999995
15,328,1754.5100000000004
51,54,178.39999999999995
159,3,37.760000000000005
12,64,396.21
35,4,49.11
53,30,122.37000000000002
43,11,73.50000000000001
172,3,32.1
33,7,39.129999999999995
38,14,194.8
266,17,69.84
8,125,496.12999999999954
11,37,237.35000000000002
3,158,1904.4299999999994
9,49,522.2899999999998
33,18,109.43
80,16,130.38
168,10,425.7
8,9,194.57
71,2,175.32
4,38,212.15000000000003
256,13,1052.1999999999998
4,146,654.9699999999997
15,119,1105.74
89,9,57.33
72,46,186.75999999999988
43,38,185.24999999999997
9,457,6273.06
170,28,71.22
199,1,23.12
19,137,2175.52
257,1,102.0
9,66,1911.99
269,13,176.22
65,34,102.41999999999999
273,1,81.12
25,26,492.8799999999999
23,35,291.86
319,7,102.5
4,18,221.15999999999994
12,33,82.08000000000003
275,7,317.90000000000003
25,79,554.1199999999999
40,66,349.2900000000001
8,33,82.93
3,115,15656.959999999997
71,17,318.88
37,47,760.24
31,17,284.61
78,20,361.76
46,27,127.26999999999998
179,25,379.96
372,1,106.2
93,11,437.3499999999999
9,19,88.27000000000001
105,14,249.05
77,8,147.07
172,14,263.70000000000005
7,134,2904.9700000000007
212,16,322.12000000000006
22,11,112.30000000000003
256,1,12.75
281,9,206.54
21,13,229.76999999999998
10,43,687.2600000000001
308,9,161.5
67,8,131.7
215,10,173.98000000000002
18,32,996.4800000000001
103,17,531.76
42,4,87.2
4,9,107.89999999999999
84,7,165.16000000000003
366,2,700.8
8,3,128.28000000000003
31,12,281.92
196,20,303.55999999999995
18,37,929.26
17,36,507.5
359,4,89.16
141,15,340.1
240,9,123.94999999999999
35,15,321.70000000000005
29,32,586.4
9,32,1086.9899999999998
30,59,785.9000000000002
18,4,69.18
17,14,358.82
14,33,789.1700000000001
245,3,47.85
129,9,91.89999999999999
50,6,91.99000000000001
114,27,458.00000000000006
7,30,546.69
191,4,33.35
59,39,3214.4
65,6,163.56
60,36,458.25
50,33,960.1899999999998
169,5,74.7
56,12,204.31
127,9,217.18
14,22,451.16
239,5,74.55000000000001
2,26,485.9200000000001
239,5,59.580000000000005
52,25,837.1999999999999
46,6,176.79999999999998
225,4,73.6
8,72,2191.919999999999
4,17,266.46999999999997
164,31,404.9399999999999
218,12,204.54999999999998
10,8,113.46000000000001
133,3,49.550000000000004
17,122,1899.0399999999997
9,81,1351.0099999999998
31,7,92.80000000000001
74,29,46.86000000000001
1,16,262.76
3,46,649.32
45,2,39.36
1,239,6106.910000000003
357,1,19.799999999999997
18,7,76.35
68,36,346.06000000000006
373,7,121.20000000000002
320,14,59.5
25,1,19.5
324,2,1.0
8,43,655.8100000000002
322,2,18.05
71,6,65.24000000000001
260,2,32.0
18,38,973.73
66,4,325.67999999999995
154,10,207.80000000000004
29,13,58.830000000000005
70,3,38.52
14,7,154.95
1,33,1593.1999999999998
1,68,4566.5599999999995
119,13,197.70000000000002
60,4,137.39999999999998
3,103,2200.9700000000007
10,12,567.3100000000001
92,4,74.28
59,2,382.49999999999994
78,22,124.62000000000002
25,36,472.8
357,4,143.48
85,11,172.29
10,4,157.8
1,13,228.65
225,5,68.47
60,14,210.39
318,8,98.70000000000002
1,29,394.6
44,9,124.9
10,55,1856.2500000000002
176,4,127.45
51,37,516.8
366,4,193.79999999999998
318,1,72.0
225,5,1.0
358,3,51.849999999999994
234,5,87.9
310,2,45.9
36,18,403.96999999999997
66,26,786.2099999999999
240,5,89.4
113,10,184.01999999999998
276,4,59.36000000000001
217,51,784.2600000000001
298,4,56.1
1,34,467.22999999999996
29,16,426.03
10,19,289.8
44,24,420.43000000000006
66,34,534.8400000000001
74,3,41.400000000000006
65,8,146.8
134,23,704.5200000000001
238,9,126.44999999999999
122,2,92.0
31,110,1925.5399999999995
9,46,3768.629999999999
36,14,239.00999999999996
16,16,261.09
127,4,53.4
66,13,268.5
281,3,99.9
168,7,133.39999999999998
100,22,603.6899999999999
135,8,115.38000000000001
323,2,41.300000000000004
106,4,47.67
64,9,145.13000000000002
151,26,494.23
338,3,48.6
15,18,1052.1
7,84,673.66
57,22,236.22
4,20,325.33
37,17,296.41
66,10,31.799999999999997
46,6,166.8
354,8,87.95
172,4,22.189999999999998
58,42,656.4399999999999
49,1,59.400000000000006
22,9,234.63000000000002
155,24,597.28
29,12,163.64999999999998
4,58,2322.6699999999996
25,35,1799.1499999999996
201,7,46.25
50,54,923.9099999999999
10,11,161.41
2,64,1236.54
67,6,2006.09
64,6,113.8
50,75,1404.4400000000005
290,8,146.31
60,11,368.84999999999997
64,19,379.06
95,4,65.45
270,5,52.95
1,724,17403.11000000002
75,11,182.14
199,8,109.64
64,8,122.76000000000002
326,1,165.0
3,12,95.96000000000001
283,4,52.99999999999999
44,13,68.72
49,27,761.8000000000001
64,15,215.14
103,14,48.92
333,11,108.06000000000003
52,2,60.3
35,24,410.2300000000001
32,4,358.8
369,10,452.7
208,4,331.34999999999997
156,44,143.17000000000002
53,7,19.18
66,29,145.25
80,4,468.44000000000005
129,4,65.64999999999999
87,5,92.4
74,7,134.86
35,10,166.15000000000003
332,3,43.400000000000006
72,3,72.6
158,16,126.72000000000004
373,1,25.200000000000003
12,73,677.68
254,22,267.59000000000003
29,5,80.7
31,147,759.7800000000008
4,159,2446.4500000000003
39,6,217.75
361,1,30.0
241,11,199.85000000000002
95,7,220.18
25,55,505.8100000000001
75,15,223.28
57,37,664.3599999999999
40,34,792.5600000000002
137,8,565.88
8,49,719.52
40,37,367.55
169,59,1217.1699999999998
8,12,669.3599999999999
213,3,384.75
14,100,2017.0900000000001
169,14,256.38
40,3,59.120000000000005
186,3,36.629999999999995
270,3,43.8
4,24,434.27000000000004
16,3,60.300000000000004
9,26,718.56
325,4,62.1
112,2,45.0
16,17,314.13000000000005
1,18,300.70000000000005
92,4,295.4
148,13,170.70000000000002
189,1,10.5
18,17,126.24999999999999
33,51,264.64000000000004
264,12,79.27999999999999
84,39,1144.4100000000003
26,34,510.49999999999994
171,5,144.53
9,13,302.11999999999995
313,10,144.5
64,56,1114.62
85,12,219.60000000000002
24,2,51.12
58,16,280.40000000000003
323,3,54.5
254,5,68.46
19,88,328.0
33,91,404.86999999999995
15,1,10.2
26,24,177.04999999999998
23,6,120.85
79,17,140.48
8,22,412.40000000000003
22,5,23.31
12,87,274.98
262,16,86.19
131,8,53.6
54,16,116.81000000000002
1,117,1128.5100000000002
9,64,387.47999999999996
264,2,40.3
330,3,58.05
312,9,164.72
26,17,258.2
30,11,150.12
29,14,161.67000000000002
1,90,389.81
362,11,66.2
283,19,129.38
262,20,77.26
354,16,58.35000000000001
94,4,60.0
29,1,15.8
338,54,339.61
81,27,1525.4499999999998
85,20,117.81
9,15,109.89999999999999
43,9,107.79
50,5,99.19999999999999
2,27,137.06
113,28,144.10999999999999
14,7,751.2
77,8,159.25
40,13,468.85
116,17,311.92
15,31,1421.1800000000003
161,27,62.48
1,62,1135.17
30,41,1340.71
92,1,15.0
22,16,336.58
95,51,909.9500000000003
28,11,175.35999999999999
32,82,550.2600000000001
21,47,513.4499999999999
17,6,466.8
2,159,4095.3200000000006
8,21,413.9599999999999
15,74,1484.9600000000003
362,15,34.370000000000005
81,2,12.45
52,30,967.3999999999999
22,54,250.36999999999998
171,19,225.58000000000004
189,23,259.61
11,57,289.91999999999996
31,106,4665.44
12,58,643.3699999999999
46,4,14.31
233,8,96.1
64,65,593.0299999999999
1,6,107.76
40,67,1344.9099999999996
32,19,133.71999999999997
84,5,360.23
24,1,440.0
2,54,267.3400000000001
18,43,649.58
254,13,157.42000000000002
22,206,1285.2200000000005
21,34,493.11999999999995
8,70,579.5499999999998
25,74,408.06
19,27,184.21
173,21,111.35000000000001
163,4,7.85
7,14,146.16
11,7,114.8
114,7,12.69
288,3,12.849999999999998
8,76,1037.15
54,29,116.31000000000002
7,208,1309.500000000001
77,37,424.22999999999985
4,16,142.59
36,9,148.8
217,2,6.35
60,15,94.62
277,4,58.099999999999994
12,308,1687.0800000000006
24,5,33.980000000000004
28,6,170.84000000000003
11,15,473.70000000000005
8,30,344.32
70,1,16.5
18,3,26.47
2,17,148.60999999999999
131,9,477.33
7,98,1021.2000000000002
24,15,128.03
4,64,631.5799999999997
31,32,207.06
177,54,177.31
37,14,514.69
151,14,124.98000000000002
162,5,48.75
68,20,118.92000000000002
130,43,155.93000000000004
24,12,174.15
23,44,258.2900000000001
176,7,92.97
142,1,81.36
252,12,166.53
46,8,123.73000000000002
70,1,15.0
15,29,537.1600000000002
199,21,314.69999999999993
29,9,105.11999999999999
53,4,63.16
26,19,228.33
11,117,1822.5899999999997
8,15,307.06999999999994
52,4,52.989999999999995
36,15,284.7799999999999
61,27,464.64000000000004
336,4,26.400000000000002
28,16,378.08000000000004
184,3,51.1
51,4,81.6
9,13,558.5400000000001
36,1,15.0
10,114,2919.4999999999995
32,19,239.85
10,2,244.60000000000002
50,27,396.5799999999999
4,4,273.04999999999995
3,63,754.0699999999998
141,5,73.18
135,6,102.04
103,23,501.34999999999997
74,19,244.56
4,50,949.0500000000001
45,15,223.89
15,54,1067.1099999999997
17,3,35.3
89,3,115.0
52,5,62.010000000000005
134,10,215.0
4,141,3164.9800000000005
105,29,479.81999999999994
179,10,198.95
166,75,273.36999999999995
18,17,262.40999999999997
246,11,139.49
204,4,122.65
36,12,185.08
91,5,76.71999999999998
115,2,27.599999999999998
9,5,196.11
243,13,193.7
45,12,172.54999999999998
22,1,30.0
190,21,344.00000000000006
43,2,31.5
25,37,605.49
317,2,13.200000000000001
106,4,57.54
50,7,83.60000000000001
168,36,629.8399999999999
39,3,54.36
103,9,171.77
296,2,33.3
18,29,1346.0400000000002
88,51,907.1799999999998
73,48,686.4200000000001
81,6,87.46000000000001
9,69,1063.73
49,7,127.74
52,3,124.4
24,39,291.62
9,27,513.6899999999999
18,16,283.56000000000006
117,4,88.04999999999998
8,60,1071.6000000000004
119,2,54.900000000000006
4,5,88.44
28,1,6.959999999999999
8,29,2340.2099999999996
266,5,80.42
33,58,957.0900000000003
17,8,135.10000000000002
172,26,175.95999999999998
2,68,380.0399999999999
264,1,15.0
140,32,694.5300000000001
201,1,60.0
59,19,365.19999999999993
35,54,238.15000000000006
40,97,1074.7400000000005
283,1,16.35
9,18,312.15
143,5,113.55
11,14,151.33
145,36,399.6499999999998
234,1,19.8
32,284,1516.1100000000024
24,36,235.11
11,33,172.74999999999994
35,25,607.9000000000001
364,14,98.45
201,3,47.099999999999994
15,9,99.50999999999999
16,87,1646.3500000000004
49,2,1.0
198,1,1.0
65,15,235.49
372,1,39.0
282,3,42.199999999999996
114,8,601.7
14,31,448.36999999999995
18,61,1702.04
66,1,23.8
49,1,17.34
16,24,194.34999999999997
77,1,13.919999999999998
19,25,392.5600000000001
134,8,29.419999999999998
12,28,366.46000000000004
40,8,66.41
332,2,7015.0
2,94,813.7900000000003
39,128,843.4099999999999
304,1,79.2
73,3,51.540000000000006
10,35,580.0100000000001
61,63,192.91
65,17,298.57
296,2,87.8
65,12,192.03
31,16,252.24
100,57,862.3499999999997
64,4,160.79999999999998
115,6,313.88
7,57,17854.299999999996
5,5,105.06
68,5,71.5
245,3,49.7
133,7,107.25999999999999
241,7,373.54999999999995
183,5,83.25
25,7,120.51
9,10,492.44
10,9,177.0
29,25,570.8900000000001
43,85,1649.2
26,56,226.4300000000001
358,9,113.2
10,6,19.26
43,20,468.90000000000003
39,5,338.71999999999997
149,13,184.48000000000002
1,40,949.1699999999998
113,6,1861.2
75,27,244.90999999999997
107,39,238.39999999999992
46,20,325.50999999999993
142,1,1.0
51,2,41.900000000000006
1,80,1427.4099999999996
23,85,1432.6
46,9,448.59999999999997
50,14,239.1
306,62,1089.7000000000003
36,16,229.97
78,34,369.71000000000015
22,45,678.3
107,12,452.07
207,15,693.3499999999999
16,28,653.54
63,15,526.52
49,36,580.33
319,9,140.63
44,18,177.07999999999998
3,9,267.55
337,2,1.0
172,7,302.02
51,15,413.19000000000005
73,48,612.8600000000001
99,19,261.29999999999995
29,8,74.7
58,20,240.60000000000002
254,15,223.1
70,77,517.2199999999999
44,16,270.39000000000004
50,1,9.9
64,7,110.44
11,57,10314.559999999998
25,20,296.56999999999994
58,12,183.33999999999997
64,17,408.82
303,1,12.600000000000001
46,2,20.4
17,55,1410.2199999999998
38,6,96.59
19,29,66.32000000000001
197,4,15.520000000000001
51,10,35.019999999999996
4,53,1377.86
136,25,187.47999999999996
4,195,5343.779999999999
18,6,156.0
15,58,379.5600000000001
40,45,296.96999999999997
12,178,927.1299999999997
8,41,232.36999999999998
192,2,9.2
22,8,327.15
40,13,351.8
101,13,76.78
5,126,1019.5099999999999
277,4,68.03999999999999
32,26,147.13000000000002
14,37,88.82000000000002
63,41,919.3800000000003
1,43,102.37000000000003
369,28,124.66000000000003
312,7,82.65000000000002
198,6,189.18
2,17,154.06
93,7,132.6
60,1,8.64
80,1,0.5700000000000001
156,24,126.29000000000002
226,18,151.94999999999996
253,9,67.39
149,2,1.67
194,9,47.32
1,25,278.64
368,1,13.6
23,11,57.78
16,32,89.7
9,20,1487.5199999999998
8,10,37.629999999999995
19,52,548.7099999999999
3,75,296.26999999999987
173,4,91.13999999999999
1,73,295.90999999999997
178,10,178.64
16,42,320.93
247,1,12.75
190,13,106.72000000000001
19,44,192.04
154,20,49.76
172,5,41.4
373,4,191.40000000000003
372,5,23.9
194,2,48.800000000000004
67,5,103.83000000000001
4,40,948.89
21,22,321.06999999999994
239,3,25.08
64,2,37.5
112,6,166.16000000000003
107,20,1718.58
311,1,1.0
133,3,65.1
276,1,17.700000000000003
82,10,600.18
8,21,358.55
16,3,51.9
1,34,502.96000000000015
8,13,219.27
33,22,173.80000000000007
15,36,652.2999999999997
24,64,1571.1500000000003
31,11,102.31
74,2,34.25
19,6,78.72
17,35,233.90000000000006
23,26,147.6
2,4,169.3
303,3,82.80000000000001
17,15,1063.95
235,2,65.37
39,49,882.17
84,3,47.550000000000004
165,26,101.24
17,25,386.31000000000006
77,7,156.98
88,14,820.75
24,26,889.7800000000001
22,40,343.0899999999998
2,89,809.57
123,15,491.82
30,4,49.52
12,36,177.54999999999998
19,8,67.75
44,19,188.93
8,162,768.2399999999996
54,7,124.64999999999999
88,38,293.40000000000003
36,155,991.4999999999994
2,2,2901.6
29,42,1306.0
12,75,208.75
211,2,56.3
47,99,385.29999999999984
23,10,134.96
32,24,273.2
245,26,155.69
8,67,1077.1200000000003
35,32,531.98
7,47,7873.730000000002
35,41,189.99999999999991
3,56,192.28000000000003
3,60,319.3299999999999
47,9,69.93
39,5,70.64
1,50,1166.59
16,10,246.26
260,22,181.57999999999998
46,33,242.29
12,18,65.94000000000001
29,8,129.48000000000002
43,14,96.58
176,3,173.37
38,79,17841.309999999998
309,6,73.35
92,28,122.97000000000003
5,345,2506.7099999999996
208,6,53.599999999999994
87,15,160.20999999999998
269,10,321.1
7,8,94.65
65,14,293.0
141,2,883.8
22,24,339.18
37,12,233.79999999999995
119,30,496.8999999999999
373,2,100.80000000000001
40,84,328.09999999999997
173,4,50.959999999999994
54,6,118.11
32,27,520.97
145,29,326.34999999999997
220,3,58.7
45,18,170.85999999999999
4,50,809.01
65,63,519.9999999999998
9,22,332.18999999999994
260,11,164.23
365,20,96.59
16,29,514.17
22,8,212.70999999999998
44,3,37.55
288,8,160.45000000000002
291,1,1.0
3,36,736.1500000000001
283,1,79.2
16,10,824.2599999999999
263,3,2.039999999999999
56,67,733.26
100,10,632.36
299,6,56.49999999999999
23,51,271.10999999999996
59,15,279.83
154,5,97.06
114,13,218.65
11,20,292.83
264,3,40.98
240,5,94.85
87,23,605.0
50,17,319.29999999999995
53,24,410.18
42,13,363.0200000000001
79,11,478.74
61,11,127.68
248,1,10.5
65,2,42.9
28,9,1016.56
84,18,307.68
218,10,338.4
45,111,452.11999999999983
143,2,11.2
183,7,51.75
170,1,17.700000000000003
9,82,493.7200000000001
205,12,137.50000000000003
189,8,60.03
8,4,100.38000000000001
59,10,196.13000000000002
57,58,185.92999999999995
112,10,139.86
51,8,191.65000000000003
316,6,66.85
367,5,124.65
29,37,1819.8299999999995
39,9,133.0
17,20,443.96
51,22,1205.08
3,112,4233.409999999999
21,14,221.23
262,5,96.30000000000001
59,12,255.96000000000004
18,11,222.93
65,10,246.62
88,13,258.14
249,8,99.08
3,37,598.8599999999999
8,78,1392.32
203,7,170.40000000000003
133,7,115.04
4,5,77.72
42,43,725.5400000000001
268,5,246.4
49,27,572.13
8,37,683.97
15,8,293.78999999999996
281,3,70.19999999999999
78,4,88.01
1,152,1605.38
225,3,1.0
17,8,154.07999999999998
10,32,1075.03
8,27,552.8199999999999
50,36,463.49000000000007
95,16,265.3
15,20,308.72
126,8,308.65
94,21,421.61
50,3,61.25
138,3,62.4
60,3,56.599999999999994
100,59,3740.9800000000014
73,3,60.39999999999999
72,11,2827.8
67,5,99.33000000000001
64,15,370.44000000000005
16,8,124.25000000000003
22,73,1247.34
31,98,2223.8199999999993
44,18,278.60999999999996
15,4,69.54999999999998
40,3,142.95
2,51,1887.3799999999999
236,8,152.75
75,3,66.78
4,59,403.38
3,35,549.1600000000001
360,4,112.2
58,9,159.3
23,16,122.58
30,26,200.1
54,23,209.31
25,7,111.13999999999999
44,25,234.20999999999998
119,12,203.33999999999997
1,37,3846.85
88,9,350.1
19,10,127.80000000000001
78,2,27.6
170,25,573.85
80,4,68.3
267,13,381.88
267,2,5.699999999999999
29,21,777.0999999999999
36,33,272.42
318,31,220.64999999999998
57,29,346.3699999999999
44,41,397.3099999999999
207,2,43.92
225,2,29.1
87,19,459.97
189,10,162.2
43,9,288.62
71,6,119.88000000000001
40,11,182.09
78,6,147.66
56,4,100.8
9,38,1012.0200000000001
9,190,828.8599999999994
8,92,1110.1200000000003
33,18,108.49000000000001
211,27,466.0
23,30,446.2899999999999
170,4,41.86999999999999
61,3,60.120000000000005
52,31,747.8100000000001
261,12,172.54000000000002
366,5,1.0
66,32,779.34
16,84,791.9600000000003
266,4,342.24
176,1,25.0
45,40,1926.4599999999996
